id_envio,fecha_envio,id_ruta,id_vehiculo,peso_kg,volumen_m3,tipo_carga,estado,fecha_entrega,origen,destino,distancia_km,tiempo_estimado_hrs,tipo_via,peaje_total,placa,tipo,capacidad_kg,capacidad_m3,año_fabricacion,estado_vehiculo,km_recorridos,cantidad_incidencias,costo_total_incidencias,tipo_incidencia_principal,tiene_incidencia,dias_entrega,velocidad_promedio_km_h,uso_capacidad_kg,uso_capacidad_m3,entrega_tardia,peso_kg_original,distancia_km_original,velocidad_promedio_km_h_original,uso_capacidad_kg_original,uso_capacidad_m3_original,uso_capacidad_kg_recalculado,uso_capacidad_m3_recalculado,antiguedad_vehiculo,densidad_carga,riesgo_operacional,riesgo_velocidad,vehiculo_exigido,sobrecarga_kg,ruta_larga,velocidad_alta,vehiculo_riesgoso_estado,via_compleja,peso_kg_log,distancia_km_log,volumen_m3_log,velocidad_promedio_km_h_log,densidad_carga_log,riesgo_operacional_log,riesgo_velocidad_log,km_recorridos_log
166.0,2023-05-01,40.0,4.0,12112.5,54.7,general,entregado,,castro,angol,1492.8,21.9,camino rural,2524.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,1.0,971080.0,robo,1.0,7.0,68.16438356164383,5.0,1.4170984455958548,1,12112.5,1492.8,68.16438356164383,12.1125,1.4170984455958548,5.0,1.4170984455958548,9.0,221.43105244876693,7464.0,101755.7917808219,1,1,1,0,0,1,9.402075812130713,7.309078487922966,4.019980146933238,4.236486041710524,5.404617176949855,8.91798070997329,11.530340850765848,9.534161491043838
166.0,2023-05-01,40.0,4.0,12112.5,54.7,general,entregado,,cauquenes,viña del mar,662.3,10.0,camino rural,4915.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,1.0,971080.0,robo,1.0,7.0,66.22999999999999,5.0,1.4170984455958548,1,12112.5,662.3,66.22999999999999,12.1125,1.4170984455958548,5.0,1.4170984455958548,9.0,221.43105244876693,3311.5,43864.12899999999,1,1,0,0,0,1,9.402075812130713,6.4972273765315105,4.019980146933238,4.208119576480946,5.404617176949855,8.105458470294478,10.688874955399378,9.534161491043838
166.0,2023-05-01,40.0,4.0,12112.5,54.7,general,entregado,,concepción,las condes,268.5,16.3,ruta nacional,12232.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,1.0,971080.0,robo,1.0,7.0,16.47239263803681,5.0,1.4170984455958548,1,12112.5,268.5,16.47239263803681,12.1125,1.4170984455958548,5.0,1.4170984455958548,9.0,221.43105244876693,1342.5,4422.837423312883,1,1,0,0,0,1,9.402075812130713,5.596568390349052,4.019980146933238,2.860622071725104,5.404617176949855,7.203033428055546,8.39476279372784,9.534161491043838
166.0,2023-05-01,40.0,4.0,12112.5,54.7,general,entregado,,viña del mar,linares,901.4,2.6,autopista,11953.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,1.0,971080.0,robo,1.0,7.0,180.0,5.0,1.4170984455958548,1,12112.5,901.4,346.6923076923077,12.1125,1.4170984455958548,5.0,1.4170984455958548,9.0,221.43105244876693,4507.0,162252.0,1,1,0,1,0,0,9.402075812130713,6.805057880743794,4.019980146933238,5.198497031265826,5.404617176949855,8.413608875159667,11.99691212437999,9.534161491043838
167.0,,60.0,49.0,9537.5,22.16,peligrosa,retrasado,,viña del mar,santiago,4000.0,16.4,urbana,9132.0,qsou-27,camión,20000.0,18.5,2018.0,operativo,311037.0,1.0,126987.0,accidente,1.0,7.0,180.0,0.476875,1.1978378378378378,1,9537.5,18627.0,1135.7926829268297,0.476875,1.1978378378378378,0.476875,1.1978378378378378,8.0,430.3731781056811,1907.5,720000.0,0,0,1,1,0,0,9.163091519375572,8.294299608857235,3.1424266527047946,5.198497031265826,6.066973557950961,7.554072872185285,13.487007879880162,12.647670370192387
168.0,,48.0,9.0,4562.8,2.83,frágil,entregado,2023-05-08,villarrica,santiago,483.8,7.7,autopista,9072.0,vutp-52,van,5000.0,39.1,2022.0,fuera de servicio,77965.0,0.0,0.0,sin incidencia,0.0,7.0,62.83116883116883,0.91256,0.0723785166240409,1,4562.8,483.8,62.83116883116883,0.91256,0.0723785166240409,0.91256,0.07237851662404092,4.0,1611.7273048392794,441.496528,30397.71948051948,1,0,0,0,1,0,8.425910888812323,6.1837364347551045,1.3428648031925547,4.156241610727583,7.385682002976816,6.092432618089518,10.32215576415581,11.264028113204928
169.0,,19.0,30.0,7558.6,18.08,general,entregado,2023-05-08,puerto montt,talca,1625.7,19.9,urbana,1526.0,qzfd-98,camión,1000.0,28.2,2021.0,fuera de servicio,235075.0,0.0,0.0,sin incidencia,0.0,7.0,81.69346733668343,5.0,0.6411347517730496,1,7558.6,1625.7,81.69346733668343,7.5586,0.6411347517730496,5.0,0.6411347517730496,5.0,418.0410375532327,8128.5,132809.06984924624,1,1,1,0,1,0,8.930573557720882,7.394308701772408,2.9486406660201405,4.4151406066083005,6.03796885678066,9.00325470003561,11.796675340327795,12.36766414509773
170.0,2023-05-04,72.0,29.0,4119.3,31.91,frágil,en tránsito,2023-05-09,temuco,las condes,751.5,15.8,urbana,6554.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,1.0,1077029.0,accidente,1.0,5.0,47.563291139240505,0.41193,2.156081081081081,1,4119.3,751.5,47.563291139240505,0.41193,2.156081081081081,0.41193,2.156081081081081,8.0,129.0871486321331,309.565395,35743.81329113924,0,0,0,0,1,0,8.32368125522663,6.6234009966230305,3.4937765629552486,3.8828679191506983,4.868204599948573,5.738394491114222,10.484160454831295,11.418790594219553
171.0,,39.0,45.0,3047.8,24.55,perecible,entregado,2023-05-10,valparaíso,chillán,919.3,16.7,urbana,1950.0,ialh-88,van,1000.0,25.3,2015.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,3.0478,0.9703557312252964,1,3047.8,919.3,55.047904191616766,3.0478,0.9703557312252964,3.0478,0.9703557312252964,11.0,124.14158282758339,2801.84254,50605.53832335329,1,1,0,0,0,0,8.022503349559651,6.824699703844811,3.2406373166497136,4.026206757054883,4.829445758944624,7.938389374060662,10.831836062804452,12.321962779667231
172.0,,39.0,4.0,6637.9,16.5,refrigerada,retrasado,2023-05-10,valparaíso,chillán,919.3,16.7,urbana,1950.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,5.0,0.427461139896373,1,6637.9,919.3,55.047904191616766,6.637899999999999,0.427461139896373,5.0,0.427461139896373,9.0,402.2725895400278,4596.5,50605.53832335329,1,1,0,0,0,0,8.800701566096304,6.824699703844811,2.8622008809294686,4.026206757054883,5.999612734134477,8.433267956478476,10.831836062804452,9.534161491043838
173.0,,37.0,5.0,862.0,7.97,perecible,entregado,,viña del mar,san antonio,723.1,7.8,urbana,1551.0,vcpv-18,semi-remolque,3000.0,42.4,2010.0,operativo,154526.0,0.0,0.0,sin incidencia,0.0,7.0,92.7051282051282,0.2873333333333333,0.1879716981132075,1,862.0,723.1,92.7051282051282,0.2873333333333333,0.1879716981132075,0.28733333333333333,0.18797169811320755,16.0,108.14201480366327,207.77073333333334,67035.0782051282,0,0,0,0,0,0,6.760414691083428,6.5849295043947755,2.1938856760707046,4.5401529177908,4.692649922313942,5.341236680156211,11.112986234117965,11.948124117333215
174.0,,36.0,45.0,14677.6,49.17,general,entregado,,ovalle,chillán,1549.9,3.6,autopista,14941.0,ialh-88,van,1000.0,25.3,2015.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,180.0,5.0,1.943478260869565,1,14677.6,1549.9,430.52777777777777,14.6776,1.943478260869565,5.0,1.9434782608695653,11.0,298.5011490512701,7749.5,278982.0,1,1,1,1,0,0,9.594145929773292,7.346590686565407,3.9154172384961616,5.198497031265826,5.70211825411332,8.95551263639535,12.538906127047438,12.321962779667231
504.5,2023-05-08,21.0,23.0,8830.6,30.305,perecible,entregado,,ovalle,valparaíso,115.0,19.2,camino rural,80.0,iutb-16,camión,1000.0,62.1,2024.0,operativo,397688.0,0.0,0.0,sin incidencia,0.0,7.0,5.989583333333334,5.0,0.4880032206119162,1,8830.6,115.0,5.989583333333334,8.8306,0.4880032206119162,5.0,0.48800322061191626,2.0,291.38124463802546,575.0,688.8020833333334,1,1,0,0,0,1,9.086091477636188,4.7535901911063645,3.443777829197274,1.9444209455038457,5.678058582993574,6.3561076606958915,6.536404720697272,12.893425571773786
176.0,,2.0,29.0,8358.7,19.84,peligrosa,cancelado,2023-05-13,ovalle,castro,507.2,19.5,camino rural,12065.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,0.0,0.0,sin incidencia,0.0,7.0,26.01025641025641,0.8358700000000001,1.3405405405405404,1,8358.7,507.2,26.01025641025641,0.8358700000000001,1.3405405405405404,0.8358700000000001,1.3405405405405404,8.0,421.28420946524875,423.95326400000005,13192.402051282052,0,0,0,0,1,1,9.031177820267395,6.230875070886063,3.0368742168851663,3.2962166609196424,6.045678569493825,6.051979195818773,9.487472139010663,11.418790594219553
177.0,,31.0,22.0,9840.4,22.96,frágil,entregado,,castro,concepción,883.7,12.7,ruta nacional,11863.0,xbjf-42,van,10000.0,47.8,2020.0,operativo,386924.0,0.0,0.0,sin incidencia,0.0,7.0,69.58267716535434,0.98404,0.4803347280334728,1,9840.4,883.7,69.58267716535434,0.98404,0.4803347280334728,0.9840399999999999,0.4803347280334728,6.0,428.5701842254257,869.596148,61490.21181102363,1,0,0,0,0,1,9.194353256348734,6.7852486044893405,3.1763857732472487,4.256784748462226,6.062785137214015,6.769178204573605,11.026649546202076,12.86598615478096
178.0,2023-05-10,30.0,37.0,7460.4,37.12,refrigerada,entregado,,linares,san fernando,1424.9,1.3,autopista,5861.0,xxkb-70,semi-remolque,5000.0,9.8,2019.0,operativo,40916.0,1.0,780646.0,retraso,1.0,7.0,180.0,1.49208,3.787755102040816,1,7460.4,1424.9,1096.076923076923,1.49208,3.787755102040816,1.4920799999999999,3.787755102040816,7.0,200.97518924597938,2126.064792,256482.00000000003,1,1,0,1,0,0,8.917498343150774,7.262558472288074,3.6407390787860012,5.198497031265826,5.30814486434258,7.662498276419411,12.454817664593438,10.619300903594985
179.0,2023-05-11,76.0,8.0,490.6,43.13,peligrosa,entregado,2023-05-16,ovalle,la serena,647.2,21.9,ruta nacional,12546.0,,,,,,,,1.0,1375208.0,retraso,1.0,5.0,29.55251141552512,0.0,0.0,1,490.6,647.2,29.55251141552512,0.0,0.0,,,,11.374649324152003,,19126.38538812786,0,0,0,0,0,1,6.19766537769188,6.474199290707447,3.7871398232814557,3.4194468889663163,2.5156499706109785,,9.858876377093694,
180.0,2023-05-11,44.0,48.0,7558.6,23.58,frágil,entregado,2023-05-16,ovalle,santiago,799.5,1.4,camino rural,13523.0,cjqj-32,camioneta,10000.0,36.2,2021.0,operativo,117009.0,0.0,0.0,sin incidencia,0.0,5.0,180.0,0.7558600000000001,0.6513812154696131,1,7558.6,799.5,571.0714285714286,0.7558600000000001,0.6513812154696131,0.7558600000000001,0.6513812154696131,5.0,320.5377210466053,604.3100700000001,143910.0,0,0,0,1,0,1,8.930573557720882,6.685236532436769,3.201933104137889,5.198497031265826,5.773114865089511,6.405740839137914,11.876950331927514,11.670014680213004
181.0,2023-05-12,12.0,33.0,7558.6,54.31,peligrosa,cancelado,,cauquenes,los ángeles,1225.7,3.4,autopista,4699.0,yxpo-39,van,3000.0,28.1,2017.0,operativo,186774.0,0.0,0.0,sin incidencia,0.0,7.0,180.0,2.5195333333333334,1.932740213523132,1,7558.6,1225.7,360.5,2.5195333333333334,1.932740213523132,2.5195333333333334,1.9327402135231317,9.0,139.17254331535048,3088.1920066666667,220626.0,1,1,0,1,0,0,8.930573557720882,7.112082916038706,4.012953724006587,5.198497031265826,4.94287411601596,8.03566484918259,12.304228771784418,12.137659962844001
182.0,,51.0,55.0,6257.1,33.64,perecible,entregado,,puente alto,castro,489.3,6.2,ruta nacional,941.0,agdn-22,furgón,5000.0,55.5,2021.0,en mantención,398945.0,0.0,0.0,sin incidencia,0.0,7.0,78.91935483870968,1.25142,0.6061261261261262,1,6257.1,489.3,78.91935483870968,1.25142,0.6061261261261262,1.25142,0.6061261261261262,5.0,185.996254570316,612.319806,38615.24032258065,1,1,0,0,1,1,8.741631903647336,6.195017448657188,3.5450090836942345,4.381018061718997,5.23108858761826,6.418886506256914,10.56142820071491,12.896581348367075
183.0,,49.0,60.0,11361.9,27.08,general,cancelado,2023-05-19,las condes,osorno,1642.4,18.9,ruta nacional,7202.0,agdn-22,camioneta,10000.0,15.6,2018.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,86.89947089947091,1.13619,1.7358974358974355,1,11361.9,1642.4,86.89947089947091,1.13619,1.7358974358974355,1.13619,1.7358974358974357,8.0,419.5524537498615,1866.0784560000002,142723.69100529104,1,1,1,0,0,1,9.338108941386457,7.4045225454970875,3.3350575791576103,4.476193785326837,6.0415692130124246,7.532130165154785,11.86867281586456,12.321962779667231
184.0,2023-05-14,24.0,38.0,3412.7,38.84,perecible,entregado,,castro,chillán,1776.8,12.2,autopista,10956.0,tnlk-99,camioneta,5000.0,69.7,2015.0,operativo,37268.0,0.0,0.0,sin incidencia,0.0,7.0,145.63934426229508,0.6825399999999999,0.557245337159254,1,3412.7,1776.8,145.63934426229508,0.6825399999999999,0.557245337159254,0.6825399999999999,0.557245337159254,11.0,87.86334028475065,1212.737072,258771.9868852459,0,0,1,1,0,0,8.135552026031073,7.483131923807575,3.6848714327163976,4.987976131769508,4.487099687221591,7.101459368261477,12.463706457819685,10.525917160881786
185.0,2023-05-15,24.0,43.0,7558.6,30.305,refrigerada,cancelado,,castro,chillán,1776.8,12.2,autopista,10956.0,wkuj-69,camioneta,5000.0,53.1,2024.0,fuera de servicio,89400.0,0.0,0.0,sin incidencia,0.0,7.0,145.63934426229508,1.5117200000000002,0.5707156308851223,1,7558.6,1776.8,145.63934426229508,1.5117200000000002,0.5707156308851223,1.5117200000000002,0.5707156308851223,2.0,249.40935788292748,2686.024096,258771.9868852459,1,1,1,1,1,0,8.930573557720882,7.483131923807575,3.443777829197274,4.987976131769508,5.523097010264569,7.896189576197165,12.463706457819685,11.400887146781374
186.0,2023-05-16,60.0,16.0,2429.6,47.69,general,retrasado,,viña del mar,santiago,4000.0,16.4,urbana,9132.0,ypae-73,camioneta,1000.0,78.5,2020.0,fuera de servicio,115935.0,1.0,1301333.0,accidente,1.0,7.0,180.0,2.4296,0.607515923566879,1,2429.6,18627.0,1135.7926829268297,2.4296,0.607515923566879,2.4295999999999998,0.607515923566879,6.0,50.94462267513787,9718.4,720000.0,1,1,1,1,1,0,7.7958934194367,8.294299608857235,3.8854736701946093,5.198497031265826,3.950178202565761,9.181879167154147,13.487007879880162,11.660793593694804
187.0,2023-05-16,11.0,5.0,5586.2,2.5,perecible,en tránsito,2023-05-22,la serena,rengo,128.4,16.6,urbana,68.0,vcpv-18,semi-remolque,3000.0,42.4,2010.0,operativo,154526.0,0.0,0.0,sin incidencia,0.0,6.0,7.734939759036144,1.8620666666666663,0.0589622641509434,1,5586.2,128.4,7.734939759036144,1.8620666666666663,0.0589622641509434,1.8620666666666665,0.0589622641509434,16.0,2233.5865653738506,239.08936,993.1662650602409,1,1,0,0,0,0,8.628233546205228,4.8629083820668,1.252762968495368,2.167331047058077,7.711811508000763,5.48101118737647,6.901904461341004,11.948124117333215
188.0,2023-05-17,13.0,16.0,12706.7,20.01,general,en tránsito,2023-05-22,san fernando,santiago,762.6,19.0,urbana,7901.0,ypae-73,camioneta,1000.0,78.5,2020.0,fuera de servicio,115935.0,1.0,971080.0,accidente,1.0,5.0,40.13684210526316,5.0,0.2549044585987261,1,12706.7,762.6,40.13684210526316,12.7067,0.2549044585987261,5.0,0.2549044585987261,6.0,634.9857578331917,3813.0,30608.355789473688,1,1,0,0,1,0,9.449963387934172,6.638044091851593,3.044998514856909,3.716904121562133,6.455176169745349,8.246433786160365,10.329060985964112,11.660793593694804
189.0,,72.0,7.0,12420.4,28.29,frágil,entregado,2023-05-23,temuco,las condes,751.5,15.8,urbana,6554.0,bfiv-96,camioneta,10000.0,48.7,2022.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,47.563291139240505,1.24204,0.5809034907597536,1,12420.4,751.5,47.563291139240505,1.24204,0.5809034907597536,1.24204,0.5809034907597536,4.0,439.02301085150754,933.39306,35743.81329113924,1,1,0,0,0,0,9.427176070551958,6.6234009966230305,3.377246160839642,3.8828679191506983,6.086827022934636,6.839897184820353,10.484160454831295,12.321962779667231
190.0,2023-05-19,39.0,51.0,40000.0,18.94,general,en tránsito,,valparaíso,chillán,919.3,16.7,urbana,1950.0,wstt-51,van,10000.0,47.4,2024.0,operativo,219137.0,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,5.0,0.39957805907173,1,287425.0,919.3,55.047904191616766,28.7425,0.39957805907173,4.0,0.39957805907173,2.0,2111.8209175861884,3677.2,50605.53832335329,1,1,0,0,0,0,10.596659732783579,6.824699703844811,2.9927277645336923,4.026206757054883,7.655779261343886,8.210178781064881,10.831836062804452,12.297456947331993
191.0,2023-05-19,72.0,1.0,8840.9,42.04,general,entregado,,temuco,las condes,751.5,15.8,urbana,6554.0,urlr-78,camioneta,20000.0,49.2,2018.0,operativo,267419.0,0.0,0.0,sin incidencia,0.0,7.0,47.563291139240505,0.4420449999999999,0.8544715447154471,1,8840.9,751.5,47.563291139240505,0.4420449999999999,0.8544715447154471,0.44204499999999997,0.8544715447154471,8.0,210.29233367427037,332.19681749999995,35743.81329113924,0,0,0,0,0,0,9.087257064663785,6.6234009966230305,3.762129915853529,3.8828679191506983,5.35324264225189,5.8087333589265455,10.484160454831295,12.496575735168657
192.0,,64.0,29.0,7558.6,49.59,frágil,entregado,,la serena,curicó,1480.2,17.5,urbana,10844.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,0.0,0.0,sin incidencia,0.0,7.0,84.58285714285715,0.7558600000000001,3.350675675675676,1,7558.6,1480.2,84.58285714285715,0.7558600000000001,3.350675675675676,0.7558600000000001,3.3506756756756757,8.0,152.41878566675405,1118.8239720000001,125199.54514285715,0,0,0,0,1,0,8.930573557720882,7.300607849039458,3.923753928303845,4.449484996068882,5.033171343408926,7.020926784079836,11.737672091814831,11.418790594219553
193.0,,20.0,18.0,3625.7,43.91,perecible,entregado,,viña del mar,san antonio,1071.6,14.5,ruta nacional,737.0,agdn-22,furgón,20000.0,38.9,2023.0,en mantención,243705.0,0.0,0.0,sin incidencia,0.0,7.0,73.90344827586206,0.181285,1.1287917737789204,1,3625.7,1071.6,73.90344827586206,0.181285,1.1287917737789204,0.181285,1.1287917737789204,3.0,82.56928787775273,194.26500599999997,79194.93517241378,0,0,0,0,1,1,8.196078422876056,6.977840886548825,3.8046604870996465,4.316199927859461,4.425676082710468,5.274357641080277,11.279680252904782,12.40371785974518
194.0,2023-05-22,72.0,45.0,2530.4,59.36,refrigerada,entregado,,temuco,las condes,751.5,15.8,urbana,6554.0,ialh-88,van,1000.0,25.3,2015.0,operativo,224573.5,1.0,1746382.0,desvío de ruta,1.0,7.0,47.563291139240505,2.5304,2.3462450592885373,1,2530.4,751.5,47.563291139240505,2.5304,2.3462450592885373,2.5304,2.3462450592885373,11.0,42.62731422988158,1901.5956,35743.81329113924,1,1,0,0,0,0,7.836527788358348,6.6234009966230305,4.100326633899648,3.8828679191506983,3.775683427365017,7.5509743381448535,10.484160454831295,12.321962779667231
195.0,,73.0,58.0,14581.7,16.43,peligrosa,retrasado,2023-05-27,maipú,san antonio,468.4,5.2,ruta nacional,11768.0,ddfy-12,semi-remolque,1000.0,38.1,2017.0,operativo,79000.0,0.0,0.0,sin incidencia,0.0,7.0,90.07692307692308,5.0,0.4312335958005249,1,14581.7,468.4,90.07692307692308,14.5817,0.4312335958005249,5.0,0.4312335958005249,9.0,887.4505507881444,2342.0,42192.03076923077,1,1,0,0,0,1,9.587591173603174,6.151455283416923,2.8581928595319295,4.511704457982415,6.789478991333651,7.759187438507795,10.650010338737168,11.277215789596893
196.0,2023-05-23,71.0,47.0,9267.2,52.51,general,entregado,,rancagua,maipú,487.0,15.1,urbana,6707.0,tbyr-16,furgón,10000.0,54.1,2022.0,operativo,191502.0,0.0,0.0,sin incidencia,0.0,7.0,32.25165562913907,0.92672,0.9706099815157117,1,9267.2,487.0,32.25165562913907,0.92672,0.9706099815157117,0.9267200000000001,0.9706099815157115,4.0,176.4811182418922,451.31264000000004,15706.556291390729,1,0,0,0,0,0,9.13434446494826,6.1903154058531475,3.979868552323213,3.504104559219781,5.178864227155116,6.114373622146818,9.661897167997608,12.162658753276474
197.0,,78.0,3.0,14721.4,46.02,perecible,en tránsito,2023-05-29,osorno,la florida,824.4,5.2,urbana,14342.0,maxq-41,camión,10000.0,69.4,2012.0,en mantención,478395.0,0.0,0.0,sin incidencia,0.0,7.0,158.53846153846152,1.47214,0.6631123919308357,1,14721.4,824.4,158.53846153846152,1.47214,0.6631123919308357,1.47214,0.6631123919308357,14.0,319.8844005997262,1213.632216,130699.10769230768,1,1,0,1,1,0,9.597125422470985,6.7158681173184815,3.8505730431119236,5.072285031327936,5.771080935527963,7.102196607070226,11.780660723577602,13.07819412037959
504.5,,28.0,24.0,5073.0,21.79,refrigerada,cancelado,2023-05-30,las condes,san antonio,550.1,6.7,ruta nacional,10017.0,yeum-24,van,10000.0,16.2,2012.0,operativo,337731.0,0.0,0.0,sin incidencia,0.0,7.0,82.1044776119403,0.5073,1.3450617283950617,1,5073.0,550.1,82.1044776119403,0.5073,1.3450617283950617,0.5073,1.3450617283950617,14.0,232.80253315589005,279.06573,45165.67313432836,0,0,0,0,0,1,8.531884740159228,6.311916280889189,3.126321843257593,4.4200985826232895,5.454476883692233,5.63502432561978,10.718114773829235,12.730007960545874
199.0,,2.0,28.0,7558.6,44.07,refrigerada,en tránsito,,ovalle,castro,507.2,19.5,camino rural,12065.0,bpbl-37,semi-remolque,5000.0,5.9,2021.0,operativo,32072.0,0.0,0.0,sin incidencia,0.0,7.0,26.01025641025641,1.5117200000000002,5.0,1,7558.6,507.2,26.01025641025641,1.5117200000000002,7.469491525423728,1.5117200000000002,5.0,5.0,171.50960949377142,766.7443840000001,13192.402051282052,1,1,0,0,0,1,8.930573557720882,6.230875070886063,3.808216836702557,3.2962166609196424,5.150452942130094,6.6434568444130315,9.487472139010663,10.375769833681609
200.0,2023-05-26,43.0,10.0,3346.8,6.33,refrigerada,en tránsito,,puente alto,temuco,872.6,10.0,camino rural,7140.0,bhte-57,van,1000.0,20.7,2024.0,operativo,431424.0,1.0,1046022.0,daño en carga,1.0,7.0,87.26,3.3468,0.3057971014492753,1,3346.8,872.6,87.26,3.3468,0.3057971014492753,3.3468,0.30579710144927535,2.0,528.6368662138683,2920.41768,76143.076,1,1,0,0,0,1,8.11605869266852,6.772622604990641,1.9919755158985601,4.4802870038414015,6.272191613631056,7.979824284291325,11.24038256146924,12.97484896211578
201.0,,8.0,9.0,3925.4,47.38,general,retrasado,2023-06-01,osorno,quilpué,31.2,10.6,autopista,14632.0,vutp-52,van,5000.0,39.1,2022.0,fuera de servicio,77965.0,0.0,0.0,sin incidencia,0.0,7.0,2.9433962264150946,0.78508,1.2117647058823529,1,3925.4,31.2,2.9433962264150946,0.78508,1.2117647058823529,0.78508,1.2117647058823529,4.0,82.84755492708048,24.494495999999998,91.83396226415095,0,0,0,0,1,0,8.275478254516592,3.4719664525503626,3.8790865051818813,1.3720423384126892,4.429000327761532,3.238462585729643,4.5308125455145305,11.264028113204928
202.0,,13.0,13.0,7683.4,31.99,general,cancelado,,san fernando,santiago,762.6,19.0,urbana,7901.0,cays-85,van,5000.0,38.6,2015.0,operativo,447261.0,0.0,0.0,sin incidencia,0.0,7.0,40.13684210526316,1.5366799999999998,0.8287564766839377,1,7683.4,762.6,40.13684210526316,1.5366799999999998,0.8287564766839377,1.5366799999999998,0.8287564766839377,11.0,240.17379888093527,1171.8721679999999,30608.355789473688,1,1,0,0,0,0,8.946947578754287,6.638044091851593,3.49620448524049,3.716904121562133,5.485517830764067,7.067210864027739,10.329060985964112,13.010899831642668
203.0,,35.0,29.0,7558.6,17.61,frágil,entregado,2023-06-02,rancagua,angol,1308.4,19.1,autopista,3708.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,1.0,1321705.0,desvío de ruta,1.0,7.0,68.50261780104712,0.7558600000000001,1.1898648648648649,1,7558.6,1308.4,68.50261780104712,0.7558600000000001,1.1898648648648649,0.7558600000000001,1.1898648648648649,8.0,429.19766055306343,988.9672240000002,89628.82513089007,0,0,0,0,1,0,8.930573557720882,7.177324296006991,2.9236990706541595,4.24136441806351,6.064244778773896,6.897671835509877,11.403443413338572,11.418790594219553
204.0,,23.0,35.0,2522.6,39.38,general,en tránsito,2023-06-03,chillán,valparaíso,1884.9,16.5,urbana,9906.0,mmal-41,semi-remolque,3000.0,19.9,2022.0,operativo,409273.0,0.0,0.0,sin incidencia,0.0,7.0,114.23636363636363,0.8408666666666667,1.9788944723618092,1,2522.6,1884.9,114.23636363636363,0.8408666666666667,1.9788944723618092,0.8408666666666667,1.9788944723618094,4.0,64.05627079048271,1584.94958,215324.12181818183,0,0,1,1,0,0,7.833441732496654,7.5421604395183195,3.6983346128846915,4.746985355018395,4.175252599858614,7.368938611021111,12.27990435939822,12.922140137374619
205.0,2023-05-30,46.0,54.0,7558.6,38.53,peligrosa,entregado,,san fernando,la serena,314.7,12.2,ruta nacional,4798.0,srnh-89,van,5000.0,63.9,2020.0,operativo,295428.0,0.0,0.0,sin incidencia,0.0,7.0,25.795081967213115,1.5117200000000002,0.6029733959311424,1,7558.6,314.7,25.795081967213115,1.5117200000000002,0.6029733959311424,1.5117200000000002,0.6029733959311424,6.0,196.16931821131038,475.738284,8117.712295081967,1,1,0,0,0,1,8.930573557720882,5.754792395563946,3.677059877308594,3.288218361990954,5.284062842899856,6.166967669453866,9.001926836230385,12.596183816231074
206.0,2023-05-30,15.0,23.0,545.9,12.65,peligrosa,entregado,,talcahuano,puerto montt,1750.1,11.8,autopista,1666.0,iutb-16,camión,1000.0,62.1,2024.0,operativo,397688.0,0.0,0.0,sin incidencia,0.0,7.0,148.31355932203388,0.5458999999999999,0.2037037037037037,1,545.9,1750.1,148.31355932203388,0.5458999999999999,0.2037037037037037,0.5458999999999999,0.2037037037037037,2.0,43.15073907201012,955.3795899999999,259563.56016949148,0,0,1,1,0,0,6.304265970352727,7.467999440877855,2.613739521630969,5.006048519724964,3.7876096669327355,6.86315489491313,12.466760737426096,12.893425571773786
207.0,2023-05-31,2.0,47.0,10569.3,1.92,perecible,entregado,,ovalle,castro,507.2,19.5,camino rural,12065.0,tbyr-16,furgón,10000.0,54.1,2022.0,operativo,191502.0,0.0,0.0,sin incidencia,0.0,7.0,26.01025641025641,1.05693,0.0354898336414048,1,10569.3,507.2,26.01025641025641,1.05693,0.0354898336414048,1.05693,0.0354898336414048,4.0,5501.978136387298,536.074896,13192.402051282052,1,1,0,0,0,1,9.265803460675329,6.230875070886063,1.0715836162801904,3.2962166609196424,8.613044704016668,6.28613755591961,9.487472139010663,12.162658753276474
